Smed_Code	Gene stable ID	Gene description	Transcript stable ID	Protein stable ID	Gene name	HGNC symbol	UniProtKB/Swiss-Prot ID
SmedASXL_013838	ENSG00000138074	solute carrier family 5 member 6 [Source:HGNC Symbol;Acc:HGNC:11041]	ENST00000310574	ENSP00000310208	SLC5A6	SLC5A6	Q9Y289
SmedASXL_017725	ENSG00000175054	ATR serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:882]	ENST00000504521	ENSP00000422553	ATR	ATR	
SmedASXL_009446	ENSG00000198947	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	ENST00000378723	ENSP00000367997	DMD	DMD	P11532
SmedASXL_006728	ENSG00000064601	cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]	ENST00000606788	ENSP00000476235	CTSA	CTSA	
SmedASXL_011661	ENSG00000170456	DENN domain containing 5B [Source:HGNC Symbol;Acc:HGNC:28338]	ENST00000389082	ENSP00000373734	DENND5B	DENND5B	Q6ZUT9
SmedASXL_001816	ENSG00000151012	solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059]	ENST00000280612	ENSP00000280612	SLC7A11	SLC7A11	Q9UPY5
SmedASXL_011497	ENSG00000007168	platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]	ENST00000576586	ENSP00000461087	PAFAH1B1	PAFAH1B1	
SmedASXL_010738	ENSG00000100603	SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696]	ENST00000261531	ENSP00000261531	SNW1	SNW1	Q13573
SmedASXL_011596	ENSG00000136709	WD repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:25651]	ENST00000322313	ENSP00000325377	WDR33	WDR33	Q9C0J8
SmedASXL_006614	ENSG00000115694	serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]	ENST00000316586	ENSP00000325748	STK25	STK25	O00506
SmedASXL_011584	ENSG00000166167	beta-transducin repeat containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1144]	ENST00000370187	ENSP00000359206	BTRC	BTRC	Q9Y297
SmedASXL_006653	ENSG00000172269	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:2995]	ENST00000409993	ENSP00000386597	DPAGT1	DPAGT1	Q9H3H5
SmedASXL_006836	ENSG00000057252	sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177]	ENST00000367619	ENSP00000356591	SOAT1	SOAT1	P35610
SmedASXL_004032	ENSG00000170315	ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]	ENST00000577958	ENSP00000464594	UBB	UBB	
SmedASXL_010823	ENSG00000232960	casein kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:2460]	ENST00000428483	ENSP00000395546	CSNK2B	CSNK2B	
SmedASXL_013020	ENSG00000170445	histidyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:4816]	ENST00000504156	ENSP00000425634	HARS	HARS	P12081
SmedASXL_006377	ENSG00000169756	LIM zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:6616]	ENST00000428064	ENSP00000390862	LIMS1	LIMS1	
SmedASXL_011653	ENSG00000197506	solute carrier family 28 member 3 [Source:HGNC Symbol;Acc:HGNC:16484]	ENST00000376238	ENSP00000365413	SLC28A3	SLC28A3	Q9HAS3
SmedASXL_014918	ENSG00000115419	glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]	ENST00000320717	ENSP00000317379	GLS	GLS	O94925
SmedASXL_018084	ENSG00000129566	telomerase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:11726]	ENST00000553365	ENSP00000450475	TEP1	TEP1	
SmedASXL_007054	ENSG00000090520	DnaJ heat shock protein family (Hsp40) member B11 [Source:HGNC Symbol;Acc:HGNC:14889]	ENST00000439351	ENSP00000414398	DNAJB11	DNAJB11	Q9UBS4
SmedASXL_017801	ENSG00000047410	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]	ENST00000367478	ENSP00000356448	TPR	TPR	P12270
SmedASXL_009388	ENSG00000204084	inositol polyphosphate-5-phosphatase B [Source:HGNC Symbol;Acc:HGNC:6077]	ENST00000373027	ENSP00000362118	INPP5B	INPP5B	P32019
SmedASXL_010099	ENSG00000198670	lipoprotein(a) [Source:HGNC Symbol;Acc:HGNC:6667]	ENST00000316300	ENSP00000321334	LPA	LPA	P08519
SmedASXL_003948	ENSG00000158669	glycerol-3-phosphate acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20880]	ENST00000396987	ENSP00000380184	GPAT4	GPAT4	Q86UL3
SmedASXL_011888	ENSG00000102786	integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]	ENST00000398119	ENSP00000381187	INTS6	INTS6	Q9UL03
SmedASXL_013553	ENSG00000105298	cactin, spliceosome C complex subunit [Source:HGNC Symbol;Acc:HGNC:29938]	ENST00000429344	ENSP00000415078	CACTIN	CACTIN	Q8WUQ7
SmedASXL_008634	ENSG00000119471	hydroxysteroid dehydrogenase like 2 [Source:HGNC Symbol;Acc:HGNC:18572]	ENST00000398805	ENSP00000381785	HSDL2	HSDL2	Q6YN16
SmedASXL_012915	ENSG00000112541	phosphodiesterase 10A [Source:HGNC Symbol;Acc:HGNC:8772]	ENST00000366882	ENSP00000355847	PDE10A	PDE10A	Q9Y233
SmedASXL_009301	ENSG00000138669	protein kinase, cGMP-dependent, type II [Source:HGNC Symbol;Acc:HGNC:9416]	ENST00000395578	ENSP00000378945	PRKG2	PRKG2	Q13237
SmedASXL_010002	ENSG00000144580	CCR4-NOT transcription complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:10445]	ENST00000627282	ENSP00000486540	CNOT9	CNOT9	Q92600
SmedASXL_010971	ENSG00000103043	Vac14, PIKFYVE complex component [Source:HGNC Symbol;Acc:HGNC:25507]	ENST00000567648	ENSP00000463485	VAC14	VAC14	
SmedASXL_013105	ENSG00000196730	death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]	ENST00000358077	ENSP00000350785	DAPK1	DAPK1	P53355
SmedASXL_012346	ENSG00000163975	melanotransferrin [Source:HGNC Symbol;Acc:HGNC:7037]	ENST00000296350	ENSP00000296350	MELTF	MELTF	P08582
SmedASXL_015410	ENSG00000099219	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]	ENST00000462592	ENSP00000417160	ERMP1	ERMP1	Q7Z2K6
SmedASXL_010305	ENSG00000134371	cell division cycle 73 [Source:HGNC Symbol;Acc:HGNC:16783]	ENST00000367435	ENSP00000356405	CDC73	CDC73	Q6P1J9
SmedASXL_016971	ENSG00000083535	progesterone immunomodulatory binding factor 1 [Source:HGNC Symbol;Acc:HGNC:23352]	ENST00000326291	ENSP00000317144	PIBF1	PIBF1	Q8WXW3
SmedASXL_009167	ENSG00000155561	nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658]	ENST00000285968	ENSP00000285968	NUP205	NUP205	Q92621
SmedASXL_012544	ENSG00000134569	LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]	ENST00000378623	ENSP00000367888	LRP4	LRP4	O75096
SmedASXL_001648	ENSG00000101204	cholinergic receptor nicotinic alpha 4 subunit [Source:HGNC Symbol;Acc:HGNC:1958]	ENST00000370263	ENSP00000359285	CHRNA4	CHRNA4	P43681
SmedASXL_016274	ENSG00000148358	G protein-coupled receptor 107 [Source:HGNC Symbol;Acc:HGNC:17830]	ENST00000372406	ENSP00000361483	GPR107	GPR107	Q5VW38
SmedASXL_012050	ENSG00000196169	kinesin family member 19 [Source:HGNC Symbol;Acc:HGNC:26735]	ENST00000551294	ENSP00000449134	KIF19	KIF19	
SmedASXL_009521	ENSG00000131828	pyruvate dehydrogenase E1 alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:8806]	ENST00000423505	ENSP00000406473	PDHA1	PDHA1	
SmedASXL_011836	ENSG00000112294	aldehyde dehydrogenase 5 family member A1 [Source:HGNC Symbol;Acc:HGNC:408]	ENST00000357578	ENSP00000350191	ALDH5A1	ALDH5A1	P51649
SmedASXL_005783	ENSG00000006715	VPS41, HOPS complex subunit [Source:HGNC Symbol;Acc:HGNC:12713]	ENST00000310301	ENSP00000309457	VPS41	VPS41	P49754
SmedASXL_005508	ENSG00000146433	transmembrane protein 181 [Source:HGNC Symbol;Acc:HGNC:20958]	ENST00000367090	ENSP00000356057	TMEM181	TMEM181	Q9P2C4
SmedASXL_014430	ENSG00000065320	netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]	ENST00000173229	ENSP00000173229	NTN1	NTN1	O95631
SmedASXL_015508	ENSG00000136492	BRCA1 interacting protein C-terminal helicase 1 [Source:HGNC Symbol;Acc:HGNC:20473]	ENST00000259008	ENSP00000259008	BRIP1	BRIP1	Q9BX63
SmedASXL_016311	ENSG00000027001	mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104]	ENST00000382172	ENSP00000371607	MIPEP	MIPEP	Q99797
SmedASXL_009296	ENSG00000088205	DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741]	ENST00000263239	ENSP00000263239	DDX18	DDX18	Q9NVP1
SmedASXL_014132	ENSG00000142185	transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339]	ENST00000300482	ENSP00000300482	TRPM2	TRPM2	O94759
SmedASXL_006996	ENSG00000100030	mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]	ENST00000215832	ENSP00000215832	MAPK1	MAPK1	P28482
SmedASXL_006286	ENSG00000100030	mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]	ENST00000215832	ENSP00000215832	MAPK1	MAPK1	P28482
SmedASXL_014434	ENSG00000051382	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]	ENST00000477593	ENSP00000418143	PIK3CB	PIK3CB	P42338
SmedASXL_010170	ENSG00000149328	galactosidase beta 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25129]	ENST00000535456	ENSP00000444628	GLB1L2	GLB1L2	Q8IW92
SmedASXL_002729	ENSG00000146701	malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]	ENST00000461263	ENSP00000475583	MDH2	MDH2	
SmedASXL_006328	ENSG00000164597	component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857]	ENST00000347053	ENSP00000334703	COG5	COG5	Q9UP83
SmedASXL_006530	ENSG00000084073	zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]	ENST00000372759	ENSP00000361845	ZMPSTE24	ZMPSTE24	O75844
SmedASXL_012079	ENSG00000131236	cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]	ENST00000372797	ENSP00000361883	CAP1	CAP1	Q01518
SmedASXL_017611	ENSG00000171634	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]	ENST00000544778	ENSP00000440854	BPTF	BPTF	
SmedASXL_009373	ENSG00000123977	dynein assembly factor with WD repeats 1 [Source:HGNC Symbol;Acc:HGNC:26383]	ENST00000373666	ENSP00000362770	DAW1	DAW1	
SmedASXL_006988	ENSG00000196470	siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857]	ENST00000568007	ENSP00000456421	SIAH1	SIAH1	Q8IUQ4
SmedASXL_015485	ENSG00000175595	ERCC excision repair 4, endonuclease catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3436]	ENST00000575156	ENSP00000459933	ERCC4	ERCC4	Q92889
SmedASXL_010021	ENSG00000196363	WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757]	ENST00000608937	ENSP00000477000	WDR5	WDR5	
SmedASXL_015404	ENSG00000142459	ecotropic viral integration site 5 like [Source:HGNC Symbol;Acc:HGNC:30464]	ENST00000270530	ENSP00000270530	EVI5L	EVI5L	Q96CN4
SmedASXL_017554	ENSG00000116539	ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]	ENST00000368346	ENSP00000357330	ASH1L	ASH1L	Q9NR48
SmedASXL_009349	ENSG00000110395	Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541]	ENST00000264033	ENSP00000264033	CBL	CBL	P22681
SmedASXL_010390	ENSG00000066926	ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647]	ENST00000262093	ENSP00000262093	FECH	FECH	P22830
SmedASXL_009411	ENSG00000213085	cilia and flagella associated protein 45 [Source:HGNC Symbol;Acc:HGNC:17229]	ENST00000476696	ENSP00000483972	CFAP45	CFAP45	
SmedASXL_019375	ENSG00000136631	vacuolar protein sorting 45 homolog [Source:HGNC Symbol;Acc:HGNC:14579]	ENST00000369130	ENSP00000358126	VPS45	VPS45	Q9NRW7
SmedASXL_013149	ENSG00000144535	DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]	ENST00000273009	ENSP00000273009	DIS3L2	DIS3L2	Q8IYB7
SmedASXL_008407	ENSG00000065491	TBC1 domain family member 22B [Source:HGNC Symbol;Acc:HGNC:21602]	ENST00000373491	ENSP00000362590	TBC1D22B	TBC1D22B	Q9NU19
SmedASXL_016547	ENSG00000164818	dynein axonemal assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:26013]	ENST00000297440	ENSP00000297440	DNAAF5	DNAAF5	Q86Y56
SmedASXL_017299	ENSG00000145982	phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21062]	ENST00000324331	ENSP00000316335	FARS2	FARS2	O95363
SmedASXL_007936	ENSG00000151690	major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]	ENST00000417958	ENSP00000398737	MFSD6	MFSD6	
SmedASXL_008094	ENSG00000126088	uroporphyrinogen decarboxylase [Source:HGNC Symbol;Acc:HGNC:12591]	ENST00000246337	ENSP00000246337	UROD	UROD	P06132
SmedASXL_011096	ENSG00000174780	signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303]	ENST00000342756	ENSP00000342181	SRP72	SRP72	O76094
SmedASXL_019216	ENSG00000141447	oxysterol binding protein like 1A [Source:HGNC Symbol;Acc:HGNC:16398]	ENST00000319481	ENSP00000320291	OSBPL1A	OSBPL1A	Q9BXW6
SmedASXL_014330	ENSG00000167258	cyclin dependent kinase 12 [Source:HGNC Symbol;Acc:HGNC:24224]	ENST00000584632	ENSP00000464641	CDK12	CDK12	
SmedASXL_011334	ENSG00000111696	5'-nucleotidase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30826]	ENST00000447799	ENSP00000413657	NT5DC3	NT5DC3	
SmedASXL_013944	ENSG00000165861	zinc finger FYVE-type containing 1 [Source:HGNC Symbol;Acc:HGNC:13180]	ENST00000553891	ENSP00000452442	ZFYVE1	ZFYVE1	
SmedASXL_010416	ENSG00000165732	DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]	ENST00000354185	ENSP00000346120	DDX21	DDX21	Q9NR30
SmedASXL_018830	ENSG00000176978	dipeptidyl peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892]	ENST00000371579	ENSP00000360635	DPP7	DPP7	Q9UHL4
SmedASXL_017540	ENSG00000088727	kinesin family member 9 [Source:HGNC Symbol;Acc:HGNC:16666]	ENST00000265529	ENSP00000265529	KIF9	KIF9	Q9HAQ2
SmedASXL_001972	ENSG00000136758	YME1 like 1 ATPase [Source:HGNC Symbol;Acc:HGNC:12843]	ENST00000326799	ENSP00000318480	YME1L1	YME1L1	Q96TA2
SmedASXL_010029	ENSG00000205111	cyclin dependent kinase like 4 [Source:HGNC Symbol;Acc:HGNC:19287]	ENST00000451199	ENSP00000389833	CDKL4	CDKL4	
SmedASXL_002739	ENSG00000135069	phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]	ENST00000347159	ENSP00000317606	PSAT1	PSAT1	Q9Y617
SmedASXL_012396	ENSG00000117620	solute carrier family 35 member A3 [Source:HGNC Symbol;Acc:HGNC:11023]	ENST00000638371	ENSP00000491146	SLC35A3	SLC35A3	
SmedASXL_004854	ENSG00000176890	thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441]	ENST00000323274	ENSP00000315644	TYMS	TYMS	P04818
SmedASXL_018485	ENSG00000177728	transmembrane protein 94 [Source:HGNC Symbol;Acc:HGNC:28983]	ENST00000577380	ENSP00000464479	TMEM94	TMEM94	
SmedASXL_009529	ENSG00000075239	acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]	ENST00000265838	ENSP00000265838	ACAT1	ACAT1	P24752
SmedASXL_018932	ENSG00000119899	solute carrier family 17 member 5 [Source:HGNC Symbol;Acc:HGNC:10933]	ENST00000355773	ENSP00000348019	SLC17A5	SLC17A5	Q9NRA2
SmedASXL_005188	ENSG00000121022	COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:HGNC:2240]	ENST00000357849	ENSP00000350512	COPS5	COPS5	Q92905
SmedASXL_007574	ENSG00000146221	t-complex-associated-testis-expressed 1 [Source:HGNC Symbol;Acc:HGNC:11693]	ENST00000371505	ENSP00000360560	TCTE1	TCTE1	Q5JU00
SmedASXL_014924	ENSG00000073417	phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793]	ENST00000310298	ENSP00000311453	PDE8A	PDE8A	O60658
SmedASXL_007086	ENSG00000025039	Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]	ENST00000369415	ENSP00000358423	RRAGD	RRAGD	Q9NQL2
SmedASXL_012535	ENSG00000124217	molybdenum cofactor synthesis 3 [Source:HGNC Symbol;Acc:HGNC:15765]	ENST00000244051	ENSP00000244051	MOCS3	MOCS3	O95396
SmedASXL_002647	ENSG00000101624	centrosomal protein 76 [Source:HGNC Symbol;Acc:HGNC:25727]	ENST00000590143	ENSP00000464760	CEP76	CEP76	
SmedASXL_005488	ENSG00000104522	tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]	ENST00000524719	ENSP00000432088	TSTA3	TSTA3	
SmedASXL_005564	ENSG00000137842	transmembrane protein 62 [Source:HGNC Symbol;Acc:HGNC:26269]	ENST00000564698	ENSP00000455482	TMEM62	TMEM62	
SmedASXL_008107	ENSG00000084710	EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]	ENST00000401432	ENSP00000386082	EFR3B	EFR3B	Q9Y2G0
SmedASXL_015082	ENSG00000133739	leucine rich repeat and coiled-coil centrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:29373]	ENST00000360375	ENSP00000353538	LRRCC1	LRRCC1	Q9C099
SmedASXL_016286	ENSG00000100304	tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974]	ENST00000216129	ENSP00000216129	TTLL12	TTLL12	Q14166
SmedASXL_001327	ENSG00000124228	DEAD-box helicase 27 [Source:HGNC Symbol;Acc:HGNC:15837]	ENST00000371764	ENSP00000360828	DDX27	DDX27	Q96GQ7
SmedASXL_013466	ENSG00000080644	cholinergic receptor nicotinic alpha 3 subunit [Source:HGNC Symbol;Acc:HGNC:1957]	ENST00000559658	ENSP00000452896	CHRNA3	CHRNA3	P32297
SmedASXL_013696	ENSG00000142186	SCY1 like pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:14372]	ENST00000270176	ENSP00000270176	SCYL1	SCYL1	Q96KG9
SmedASXL_015229	ENSG00000042088	tyrosyl-DNA phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:18884]	ENST00000554976	ENSP00000452042	TDP1	TDP1	
SmedASXL_011723	ENSG00000166266	cullin 5 [Source:HGNC Symbol;Acc:HGNC:2556]	ENST00000393094	ENSP00000376808	CUL5	CUL5	Q93034
SmedASXL_010989	ENSG00000135018	ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508]	ENST00000376395	ENSP00000365576	UBQLN1	UBQLN1	Q9UMX0
SmedASXL_006353	ENSG00000153086	aminocarboxymuconate semialdehyde decarboxylase [Source:HGNC Symbol;Acc:HGNC:19288]	ENST00000356140	ENSP00000348459	ACMSD	ACMSD	Q8TDX5
SmedASXL_012917	ENSG00000141994	dihydrouridine synthase 3 like [Source:HGNC Symbol;Acc:HGNC:26920]	ENST00000590343	ENSP00000466351	DUS3L	DUS3L	
SmedASXL_008019	ENSG00000137767	sulfide quinone oxidoreductase [Source:HGNC Symbol;Acc:HGNC:20390]	ENST00000568606	ENSP00000456019	SQOR	SQOR	Q9Y6N5
SmedASXL_017039	SmedASXL_009324	ENSP00000262990	ENSG00000109445	ENST00000262990	zinc finger protein 330 [Source:HGNC Symbol;Acc:HGNC:15462]	ZNF330	ZNF330
SmedASXL_017592	ENSG00000221944	tigger transposable element derived 1 [Source:HGNC Symbol;Acc:HGNC:14523]	ENST00000408957	ENSP00000386186	TIGD1	TIGD1	Q96MW7
SmedASXL_011371	ENSG00000166402	tubby bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]	ENST00000534099	ENSP00000434400	TUB	TUB	
SmedASXL_006522	ENSG00000198356	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) [Source:HGNC Symbol;Acc:HGNC:752]	ENST00000591090	ENSP00000466379	ASNA1	ASNA1	O43681
SmedASXL_010557	ENSG00000182197	exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]	ENST00000378204	ENSP00000367446	EXT1	EXT1	Q16394
SmedASXL_013650	ENSG00000117593	aspartyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25538]	ENST00000361951	ENSP00000355086	DARS2	DARS2	Q6PI48
SmedASXL_011821	ENSG00000007216	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	ENST00000444914	ENSP00000392411	SLC13A2	SLC13A2	Q13183
SmedASXL_015378	ENSG00000007216	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	ENST00000444914	ENSP00000392411	SLC13A2	SLC13A2	Q13183
SmedASXL_014425	ENSG00000007216	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	ENST00000444914	ENSP00000392411	SLC13A2	SLC13A2	Q13183
SmedASXL_014460	ENSG00000100150	DEP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18423]	ENST00000437411	ENSP00000416314	DEPDC5	DEPDC5	
SmedASXL_009681	ENSG00000164733	cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]	ENST00000526481	ENSP00000473301	CTSB	CTSB	
SmedASXL_013248	ENSG00000160469	BR serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18994]	ENST00000590333	ENSP00000468190	BRSK1	BRSK1	Q8TDC3
SmedASXL_011726	ENSG00000155097	ATPase H+ transporting V1 subunit C1 [Source:HGNC Symbol;Acc:HGNC:856]	ENST00000518857	ENSP00000428204	ATP6V1C1	ATP6V1C1	
SmedASXL_005356	ENSG00000130363	radial spoke head 3 homolog [Source:HGNC Symbol;Acc:HGNC:21054]	ENST00000367069	ENSP00000356036	RSPH3	RSPH3	
SmedASXL_012883	ENSG00000090989	exocyst complex component 1 [Source:HGNC Symbol;Acc:HGNC:30380]	ENST00000381295	ENSP00000370695	EXOC1	EXOC1	Q9NV70
SmedASXL_006208	ENSG00000177189	ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]	ENST00000379565	ENSP00000368884	RPS6KA3	RPS6KA3	P51812
SmedASXL_014988	ENSG00000086475	selenophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:19685]	ENST00000327347	ENSP00000367893	SEPHS1	SEPHS1	P49903
SmedASXL_001716	ENSG00000146216	tau tubulin kinase 1 [Source:HGNC Symbol;Acc:HGNC:19140]	ENST00000259750	ENSP00000259750	TTBK1	TTBK1	Q5TCY1
SmedASXL_001979	ENSG00000119689	dihydrolipoamide S-succinyltransferase [Source:HGNC Symbol;Acc:HGNC:2911]	ENST00000556460	ENSP00000451210	DLST	DLST	
SmedASXL_012795	ENSG00000025796	SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]	ENST00000369002	ENSP00000357998	SEC63	SEC63	Q9UGP8
SmedASXL_009577	ENSG00000103035	proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]	ENST00000219313	ENSP00000219313	PSMD7	PSMD7	P51665
SmedASXL_006667	ENSG00000168036	catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]	ENST00000426215	ENSP00000400508	CTNNB1	CTNNB1	
SmedASXL_011465	ENSG00000130640	tubulin gamma complex associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18599]	ENST00000252936	ENSP00000252936	TUBGCP2	TUBGCP2	Q9BSJ2
SmedASXL_009751	ENSG00000137509	prolylcarboxypeptidase [Source:HGNC Symbol;Acc:HGNC:9344]	ENST00000313010	ENSP00000317362	PRCP	PRCP	P42785
SmedASXL_009472	ENSG00000197355	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28082]	ENST00000409858	ENSP00000386935	UAP1L1	UAP1L1	Q3KQV9
SmedASXL_008652	ENSG00000105401	cell division cycle 37 [Source:HGNC Symbol;Acc:HGNC:1735]	ENST00000222005	ENSP00000222005	CDC37	CDC37	Q16543
SmedASXL_010655	ENSG00000169682	sphingolipid transporter 1 (putative) [Source:HGNC Symbol;Acc:HGNC:30621]	ENST00000567771	ENSP00000457011	SPNS1	SPNS1	
SmedASXL_018111	ENSG00000133958	unc-79 homolog, NALCN channel complex subunit [Source:HGNC Symbol;Acc:HGNC:19966]	ENST00000256339	ENSP00000256339	UNC79	UNC79	Q9P2D8
SmedASXL_017933	ENSG00000149311	ATM serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:795]	ENST00000527805	ENSP00000435747	ATM	ATM	
SmedASXL_011689	ENSG00000163328	G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]	ENST00000392552	ENSP00000376335	GPR155	GPR155	Q7Z3F1
SmedASXL_017447	ENSG00000197299	Bloom syndrome RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058]	ENST00000355112	ENSP00000347232	BLM	BLM	P54132
SmedASXL_010830	ENSG00000167081	PBX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]	ENST00000342287	ENSP00000341990	PBX3	PBX3	P40426
SmedASXL_005074	ENSG00000174485	DENN domain containing 4A [Source:HGNC Symbol;Acc:HGNC:24321]	ENST00000561863	ENSP00000456605	DENND4A	DENND4A	
SmedASXL_016331	ENSG00000164087	POC1 centriolar protein A [Source:HGNC Symbol;Acc:HGNC:24488]	ENST00000296484	ENSP00000296484	POC1A	POC1A	Q8NBT0
SmedASXL_006997	ENSG00000126216	tubulin gamma complex associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18598]	ENST00000261965	ENSP00000261965	TUBGCP3	TUBGCP3	Q96CW5
SmedASXL_010384	ENSG00000091127	pseudouridylate synthase 7 (putative) [Source:HGNC Symbol;Acc:HGNC:26033]	ENST00000481939	ENSP00000418794	PUS7	PUS7	
SmedASXL_011694	ENSG00000119541	vacuolar protein sorting 4 homolog B [Source:HGNC Symbol;Acc:HGNC:10895]	ENST00000238497	ENSP00000238497	VPS4B	VPS4B	O75351
